Product	Type	Version	Expire on	Orignial Name by Company	Assigned date
ArcGIS Pro Publisher	Reusable	10.1 - 10.7	7/30/2020	Publisher for Pro
ArcGIS Pro Spatial Analyst	Reusable	10.1 - 10.7	7/30/2020	ArcGIS Pro Spatial Analyst	6/4/2020
ArcGIS Pro Workflow Manager	Reusable	10.1 - 10.7	7/30/2020	ArcGIS Pro Workflow Manager	8/1/2018
Esri CityEngine Advanced	Reusable	2020.x	7/30/2021	Esri CityEngine Advanced	6/8/2020
ArcPad	Reusable	10.x	7/30/2021	ArcPad - no expiration date	10/19/2019
FME Server Licensing Serial #	Reusable	2019	6/30/2020	FME Server Edition	5/31/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	7/17/2018
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	7/17/2018
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	8/21/2018
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	10/17/2018
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	11/19/2018
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	1/24/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	2/11/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	2/26/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	3/19/2019
ERDAS Imagine	Single Use	16.5	7/31/2019	Intergraph U Core Student License	5/23/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	7/5/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	8/2/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	11/26/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	11/26/2019
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License	1/14/2020
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
ERDAS Imagine	Single Use	16.5	7/31/2020	Educational Core Student License
