custom_field	value	ticket_url	period
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343090	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343113	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343117	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343103	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343128	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343137	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343157	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343158	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343164	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343163	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343196	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343173	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343172	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343168	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343138	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343209	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343213	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343216	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343225	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343351	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343355	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343255	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343371	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343099	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343391	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343409	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343435	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343444	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343462	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343205	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343503	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343512	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343500	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343536	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343552	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343565	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343566	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343568	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343597	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343599	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343671	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343356	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343555	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343544	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343706	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343715	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343708	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343730	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343250	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343539	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343537	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343634	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343732	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343594	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343745	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343750	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343804	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343876	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343887	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343889	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343906	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343913	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343925	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343947	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343954	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343989	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344036	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344048	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344083	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344088	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344101	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344144	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343955	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344191	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344222	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344237	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344240	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344282	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344319	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344333	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344337	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344239	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344279	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=343987	FY2023
Dev or Curation Interaction	Assigned to Client Support Services Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=344360	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322784	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322786	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322787	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322790	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322803	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322853	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322854	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322899	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=322907	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323062	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323109	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323195	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323257	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323245	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323224	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323321	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323057	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323058	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323059	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323060	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323173	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323322	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323323	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323362	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323476	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323523	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323524	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323525	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323526	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323534	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323601	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323603	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323606	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323607	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323608	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323772	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323807	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323809	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=323811	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324084	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324085	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324092	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324230	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324308	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324523	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324582	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324583	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324639	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324662	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324745	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324746	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324747	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324748	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324749	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324750	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324752	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324753	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324755	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324756	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324789	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324779	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324876	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324896	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325000	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325001	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325002	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325069	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325207	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325208	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325134	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325427	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325657	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325662	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325703	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325704	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325705	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325773	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325794	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325795	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325811	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326018	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324774	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326277	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326359	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326432	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326801	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326998	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327004	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327033	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327059	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327094	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=325624	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327103	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327144	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327145	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327174	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327115	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327259	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327270	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327273	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327365	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327183	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327532	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327659	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=324990	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=327698	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328014	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328015	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328020	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328051	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328116	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328121	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=326575	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328165	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328164	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328248	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328254	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328411	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328748	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328890	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=328962	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329066	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329125	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329163	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329164	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329035	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329212	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329217	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329243	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329289	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329524	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329525	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329496	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329515	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329542	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329576	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329505	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329491	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329460	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329423	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329420	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329666	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=329997	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=330142	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=330041	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=330303	FY2023
Dev or Curation Interaction	Assigned to Curation Team	https://help.hmdc.harvard.edu/Ticket/Display.html?id=330278	FY2023
